date,mean,median,min,max,std,dataset
2022-03-31,190.76363636363638,25.9,3.0,1868.0,348.82986018379233,residential
2022-04-30,194.1340909090909,28.45,3.0,1859.0,358.2035623612805,residential
2022-05-31,187.0772727272727,29.15,3.0,1704.0,342.2866886029974,residential
2022-06-30,186.9465909090909,29.25,3.0,1737.0,341.86001377301085,residential
2022-07-31,182.81420454545454,28.45,3.0,1703.9,333.7319846351358,residential
2022-08-31,182.50852272727272,28.3,3.0,1718.1,332.5979181896527,residential
2022-09-30,183.2335227272727,28.1,3.0,1721.1,335.2671488505497,residential
2022-10-31,180.68863636363636,26.1,3.0,1726.7,333.33319184326007,residential
2022-11-30,178.23295454545453,24.2,3.0,1705.8,329.6202685243702,residential
2022-12-31,172.38636363636363,26.4,3.0,1691.0,317.0420614481187,residential
2023-01-31,172.52159090909092,24.1,3.0,1690.0,320.8283100970677,residential
2023-02-28,179.51136363636363,25.25,3.0,1683.0,334.0468492144924,residential
2023-03-31,177.05397727272728,27.55,3.0,1681.0,325.45676506557373,residential
2023-04-30,175.34318181818182,27.35,3.0,1681.0,322.8263357270609,residential
2023-05-31,184.9284090909091,29.950000000000003,3.0,1695.5,340.90974153582937,residential
2023-06-30,178.86818181818182,30.4,3.0,1705.8,330.4361012948812,residential
2023-07-31,178.42727272727274,27.9,3.0,1717.5,331.86783848902365,residential
2023-08-31,176.70624999999998,29.35,3.0,1711.1,327.4526040567878,residential
2023-09-30,178.49943181818182,28.1,3.0,1694.4,332.38534392601935,residential
2023-10-31,177.18863636363636,28.35,3.0,1693.0,329.2317432818646,residential
2023-11-30,180.7528409090909,29.2,3.0,1694.2,336.6765652549686,residential
2023-12-31,182.22954545454547,28.0,3.0,1678.0,339.24235825787383,residential
2024-01-31,177.0568181818182,25.45,3.0,1668.0,330.1005122410721,residential
2024-02-29,185.6505681818182,25.549999999999997,3.0,1674.0,345.0994553122594,residential
2024-03-31,174.94886363636363,27.9,3.0,1641.0,323.45571743525943,residential
2024-04-30,180.04431818181817,27.55,3.0,1662.0,332.7104875698406,residential
2024-05-31,174.34261363636364,28.799999999999997,3.0,1598.6,320.8411916055109,residential
2024-06-30,177.87727272727273,28.9,3.0,1731.0,327.6665889859116,residential
2024-07-31,173.31647727272727,26.75,3.0,1635.0,317.36982593287337,residential
2024-08-31,178.08124999999998,26.6,3.0,1755.0,327.73417859273866,residential
2024-09-30,173.66875000000002,26.1,3.0,1671.0,316.9942126386988,residential
2024-10-31,171.2215909090909,27.85,3.0,1636.0,309.96191045218575,residential
2024-11-30,170.10056818181818,24.5,3.0,1618.0,311.86989695744404,residential
2024-12-31,171.06477272727273,25.1,3.0,1527.0,312.3352481054466,residential
2025-01-31,169.08977272727273,25.0,3.0,1651.0,308.9493876403976,residential
2025-02-28,170.71761363636364,27.95,4.0,1565.0,313.5694871762669,residential
2025-03-31,168.4181818181818,26.95,4.0,1566.0,305.95132947968966,residential
2025-04-30,166.18636363636364,26.3,4.0,1475.0,298.9468140682527,residential
2025-05-31,164.25738636363636,27.2,4.0,1542.0,295.5411353568011,residential
2025-06-30,161.48011363636363,26.8,4.0,1393.0,288.6694277483476,residential
2025-07-31,163.69375,25.0,4.0,1483.0,296.4732799632083,residential
2025-08-31,161.76988636363637,25.549999999999997,4.0,1608.0,292.6557729327138,residential
2015-01-31,14843.956458333334,1.2,-13.8,184450.0,40346.22504565302,retail
2015-02-28,14828.18125,1.15,-6.3,184703.0,40421.141309612656,retail
2015-03-31,15620.036458333334,1.5,-0.1,185852.0,41424.657162126285,retail
2015-04-30,15884.368125,1.35,-2.8,189721.0,41900.98650862626,retail
2015-05-31,15935.356041666666,1.3,-2.6,185582.0,41754.16787777513,retail
2015-06-30,15868.707916666666,1.0,-4.9,186814.0,41846.55378129107,retail
2015-07-31,15901.519375000002,1.3,-3.2,188187.0,41851.96106634224,retail
2015-08-31,15809.731458333334,0.9,-9.2,189682.0,41793.83467493028,retail
2015-09-30,15851.566458333333,1.25,-7.2,192607.0,42281.028198872766,retail
2015-10-31,16044.880833333335,1.3,-0.9,194037.0,42981.69488084973,retail
2015-11-30,15936.987500000001,1.2,-6.9,196607.0,43058.02872213217,retail
2015-12-31,16169.024583333334,1.2,-2.6,198134.0,43578.58062353608,retail
2016-01-31,15780.035208333333,1.0,-18.4,198809.0,43323.084845305966,retail
2016-02-29,16191.202708333332,1.6,0.03,201274.0,44108.402198166455,retail
2016-03-31,16906.286041666666,1.7650000000000001,-1.8,207401.0,45441.98919860652,retail
2016-04-30,16952.309583333332,1.3,-3.4,209128.0,45597.936295369036,retail
2016-05-31,16985.156041666665,1.45,-1.9,205794.0,45448.17492332055,retail
2016-06-30,17021.779375000002,1.25,-3.9,207368.0,45658.800130192074,retail
2016-07-31,16786.545416666668,1.15,-12.1,207197.0,45165.36633874936,retail
2016-08-31,16905.615833333333,1.1,-0.9,208020.0,45425.92220516999,retail
2016-09-30,16837.408958333333,1.1,-8.2,209395.0,45637.863076519636,retail
2016-10-31,16892.8525,1.1,-2.9,210570.0,46062.30943247863,retail
2016-11-30,17040.880833333333,1.2999999999999998,-2.8,216009.0,46814.91623877515,retail
2016-12-31,17144.529375000002,1.35,-7.6,213790.0,46934.01585655634,retail
2017-01-31,16888.844583333335,1.6,-15.9,217962.0,47085.95976670973,retail
2017-02-28,17112.721875,1.55,-1.5,220842.0,47650.893161446205,retail
2017-03-31,17821.818125,1.6,-1.9,224506.0,48713.54929845502,retail
2017-04-30,17730.046666666665,1.4,-8.4,224187.0,48479.0606132765,retail
2017-05-31,18003.576666666664,1.49,-2.3,221788.0,48649.523035983904,retail
2017-06-30,17927.439583333333,1.25,-6.2,223470.0,48796.94371504576,retail
2017-07-31,17635.337083333336,1.0,-10.1,222102.0,48052.27063087132,retail
2017-08-31,17718.54125,1.2999999999999998,-1.9,223725.0,48302.50208924293,retail
2017-09-30,17566.455416666668,1.4,-4.6,219376.0,47642.0739364179,retail
2017-10-31,17624.252916666668,1.4,-2.6,218671.0,47907.12944957606,retail
2017-11-30,17593.861041666667,1.4,-2.7,220970.0,48043.54362045988,retail
2017-12-31,17557.468958333335,1.2,-9.7,219016.0,48073.382732946804,retail
2018-01-31,17275.71625,1.35,-12.1,222727.0,48084.04340839337,retail
2018-02-28,17484.068333333333,1.45,-1.5,225639.0,48552.01050870041,retail
2018-03-31,18139.958333333332,1.2,-1.2,224956.0,49182.094488077724,retail
2018-04-30,18105.279166666667,1.2,-9.4,226735.0,49123.486921159776,retail
2018-05-31,18558.210833333334,1.2,-1.3,224775.0,49495.46205692891,retail
2018-06-30,18366.998333333333,1.1,-7.8,223834.0,49251.50092995851,retail
2018-07-31,18199.130208333332,0.7,-5.2,224668.0,48818.30923679342,retail
2018-08-31,18329.853124999998,1.05,-3.5,227231.0,49373.617559782084,retail
2018-09-30,18057.825625,1.05,-11.3,229537.0,49295.93594012555,retail
2018-10-31,18460.76958333333,1.6,-0.2,230789.0,50255.42989600313,retail
2018-11-30,18355.001666666667,1.2,-8.0,234213.0,50553.22255089552,retail
2018-12-31,18383.892499999998,1.1,-9.3,232785.0,50742.88684652937,retail
2019-01-31,18250.997291666667,1.5,-13.2,237521.0,50844.37150377882,retail
2019-02-28,18187.90270833333,1.3,-10.2,239459.0,51069.63170324694,retail
2019-03-31,18888.513333333332,1.35,-1.1,236747.0,51592.99500361117,retail
2019-04-30,18970.90125,1.2,-6.3,239679.0,51670.097690132745,retail
2019-05-31,19260.00375,1.3,-1.5,237404.0,51912.29550759077,retail
2019-06-30,18877.798749999998,0.75,-10.1,235274.0,51361.13209350993,retail
2019-07-31,18977.591041666667,1.2,-1.5,237261.0,51408.49865500563,retail
2019-08-31,19028.738333333335,1.1,-4.0,236345.0,51382.48830144638,retail
2019-09-30,18618.19916666667,1.1,-13.2,236585.0,50917.64773240299,retail
2019-10-31,18876.857500000002,1.4,-0.7,234930.0,51349.18509363097,retail
2019-11-30,18574.491875,1.1,-8.9,231941.0,50665.96135048057,retail
2019-12-31,18391.476041666665,1.4,-4.9,228531.0,50122.12792904792,retail
2020-01-31,18098.666041666667,1.2999999999999998,-10.4,229885.0,49686.86710690503,retail
2020-02-29,18173.0625,1.2,-3.0,228861.0,49626.93100843989,retail
2020-03-31,17987.5775,1.4,-26.5,239413.0,50357.13263320346,retail
2020-04-30,16762.433333333334,1.25,-15.7,221045.0,46255.707525959646,retail
2020-05-31,17155.661458333332,1.32,-16.3,184919.0,42634.04361342201,retail
2020-06-30,16917.73833333333,1.21,-7.0,172015.0,41146.08379050689,retail
2020-07-31,16931.545416666664,1.4,-6.5,175613.0,41462.7619984886,retail
2020-08-31,16922.194375,1.35,-6.8,177396.0,41597.15367838505,retail
2020-09-30,17261.001249999998,1.57,-2.3,181987.0,42616.8725890554,retail
2020-10-31,17612.489375,1.6400000000000001,-1.5,185828.0,43639.05366223188,retail
2020-11-30,17408.014166666668,1.35,-10.2,189416.0,43696.632519742045,retail
2020-12-31,17745.518541666668,1.4,-1.6,190054.0,44402.38027576828,retail
2021-01-31,17553.154375000002,1.505,-10.6,189502.0,44049.85118145494,retail
2021-02-28,17198.23041666667,1.2999999999999998,-5.4,184691.0,42984.66976206568,retail
2021-03-31,18813.341458333332,1.56,-6.4,174309.0,44589.83827183423,retail
2021-04-30,18494.11291666667,1.305,-7.3,162823.0,42995.063715388314,retail
2021-05-31,17924.085833333334,1.1,-7.9,149963.0,41252.63860542957,retail
2021-06-30,17687.742916666666,1.1,-3.9,149863.0,40706.71263581511,retail
2021-07-31,17298.273333333334,1.18,-8.4,149963.0,39968.00389398597,retail
2021-08-31,16929.8775,0.745,-4.4,147333.0,39050.020685931675,retail
2021-09-30,16728.969791666666,1.255,-3.9,143008.0,38400.614612689475,retail
2021-10-31,16882.265,1.55,-0.5,142351.0,38655.93981376603,retail
2021-11-30,17209.177708333333,1.7,-3.5,149262.0,39580.7754822609,retail
2021-12-31,17712.399999999998,1.7,-4.8,159150.0,41238.31421193548,retail
2022-01-31,17875.303541666664,1.8,-12.1,162586.0,41951.55570269454,retail
2022-02-28,18078.27375,1.3,-1.4,164762.0,42481.07839338284,retail
2022-03-31,19212.9975,1.8,-1.2,167698.0,44299.46254106737,retail
2022-04-30,19162.78541666667,1.7,-2.2,164035.0,43867.202525058725,retail
2022-05-31,19142.251874999998,1.315,-3.9,164370.0,43607.62017927745,retail
2022-06-30,19337.871875,1.4,-4.0,169688.0,44399.59948353022,retail
2022-07-31,19126.637916666667,1.33,-9.8,173881.0,44291.225352565,retail
2022-08-31,19657.588958333334,1.65,-0.4,178235.0,45642.86648955769,retail
2022-09-30,19534.14416666667,1.435,-7.7,182215.0,45793.4952061968,retail
2022-10-31,19739.649583333332,1.49,-0.1,183897.0,46356.42342751594,retail
2022-11-30,19489.282291666666,1.51,-7.0,189131.0,46347.2386786964,retail
2022-12-31,19550.300625,1.5950000000000002,-5.7,191022.0,46779.48987025565,retail
2023-01-31,19756.901875,1.6,-10.0,193646.0,47607.72567661786,retail
2023-02-28,19760.388958333333,1.5,-3.8,197241.0,47940.97636790932,retail
2023-03-31,20611.959791666668,1.59,-4.3,202765.0,49665.44477694289,retail
2023-04-30,20577.77,1.4,-5.7,203783.0,49622.850998563415,retail
2023-05-31,21263.849583333333,1.63,-3.4,208552.0,51009.98836290504,retail
2023-06-30,21151.080416666668,1.35,-8.3,212374.0,51320.84853935451,retail
2023-07-31,20770.107708333333,1.3,-9.6,213198.0,50777.016109250966,retail
2023-08-31,21249.116041666664,1.6,-0.2,217912.0,52026.292763014295,retail
2023-09-30,21123.310833333333,1.35,-10.0,222043.0,52413.12410716813,retail
2023-10-31,21304.079166666666,1.6,-2.9,227366.0,53164.542404881606,retail
2023-11-30,21317.720624999998,1.35,-5.3,235819.0,53955.9024769041,retail
2023-12-31,21413.9325,1.4,-8.0,236336.0,54558.28593291269,retail
2024-01-31,21100.5825,1.35,-10.5,239409.0,54541.22706692369,retail
2024-02-29,21578.334375,1.8,0.02,242978.0,55558.01320715534,retail
2024-03-31,22164.404791666664,1.585,-1.0,244564.0,56538.331128206715,retail
2024-04-30,22557.805833333332,1.65,-1.3,251242.0,57450.879439161254,retail
2024-05-31,23065.681875,1.73,-1.8,255182.0,58603.90186535901,retail
2024-06-30,22668.825208333332,1.4,-10.0,259459.0,58536.6815337601,retail
2024-07-31,23025.99270833333,1.6400000000000001,-0.9,261642.0,59101.463170945826,retail
2024-08-31,23080.306875,1.4,-2.7,262635.0,59361.796972031116,retail
2024-09-30,22963.33916666667,1.5,-10.4,267666.0,59831.115940277195,retail
2024-10-31,23544.744166666667,1.8599999999999999,0.0,270637.0,60878.45787587926,retail
2024-11-30,23368.301041666666,1.4,-10.8,270720.0,60774.68579858828,retail
2024-12-31,23160.201875,1.4,-9.2,263556.0,60143.40099075987,retail
2025-01-31,22517.809375,1.5,-11.0,260856.0,58930.92749465674,retail
2025-02-28,22441.437291666665,1.5,-4.2,261176.0,58773.82946218635,retail
2025-03-31,23395.729583333334,2.02,-2.4,254951.0,59577.93094315795,retail
2025-04-30,23453.63604166667,1.6,-3.1,254161.0,59195.39498615385,retail
2025-05-31,23265.668333333335,1.7,-3.8,254315.0,58849.356524926116,retail
2025-06-30,23101.730833333335,1.55,-6.9,256877.0,58933.817269325045,retail
2025-07-31,23258.700625,1.65,-1.6,257751.0,59223.116327221025,retail
2015-01-31,80985.4284375,677.65,-79.7,1255671.0,213374.1894400294,durable_goods
2015-02-28,80972.9003125,413.05,-72.0,1251125.0,212467.6877325481,durable_goods
2015-03-31,82669.703125,924.25,-10.1,1250259.0,212730.32733074212,durable_goods
2015-04-30,81455.23000000001,711.0,-60.5,1241508.0,211611.6870570594,durable_goods
2015-05-31,80471.9075,698.3,-65.4,1227817.0,209513.10354289907,durable_goods
2015-06-30,82023.60593749999,1091.1,-4.2,1227999.0,210073.36588966197,durable_goods
2015-07-31,80768.6634375,714.05,-56.4,1227569.0,209794.93932606862,durable_goods
2015-08-31,80475.340625,720.6,-46.1,1218805.0,208306.73769770717,durable_goods
2015-09-30,80133.0065625,806.5,-42.0,1207218.0,206233.8606360041,durable_goods
2015-10-31,79922.755625,771.8,-30.8,1207516.0,206039.57930816006,durable_goods
2015-11-30,79353.48468750001,796.25,-25.2,1205052.0,205552.922565021,durable_goods
2015-12-31,79332.4178125,799.25,-59.8,1206154.0,205703.46635145997,durable_goods
2016-01-31,78858.66750000001,800.9,-55.2,1210310.0,206353.66017149336,durable_goods
2016-02-29,78859.078125,777.25,-45.8,1204592.0,205463.881576682,durable_goods
2016-03-31,79739.2790625,855.7,-32.2,1205066.0,205169.18264559534,durable_goods
2016-04-30,79404.6825,870.55,-44.9,1207046.0,205770.92688909665,durable_goods
2016-05-31,79183.01593750001,812.3,-60.4,1203918.0,205657.36954844958,durable_goods
2016-06-30,78660.6975,868.0,-77.2,1190337.0,203519.41641473788,durable_goods
2016-07-31,77572.7753125,900.0,-39.9,1186998.0,202818.6131357217,durable_goods
2016-08-31,78188.6065625,867.7,-56.8,1182069.0,202048.50734158242,durable_goods
2016-09-30,78213.0328125,901.4,-49.6,1177185.0,201102.4336212847,durable_goods
2016-10-31,78779.2321875,936.8,-30.5,1190585.0,203334.42234881685,durable_goods
2016-11-30,77838.88312500001,918.0,-73.4,1187293.0,202692.21660114426,durable_goods
2016-12-31,78373.35875,957.05,-51.4,1188478.0,202918.86574935346,durable_goods
2017-01-31,77189.8059375,666.05,-93.8,1184934.0,202178.47102908095,durable_goods
2017-02-28,77771.466875,889.3,-38.4,1184275.0,202228.41389829188,durable_goods
2017-03-31,79381.68062500001,935.9,-8.2,1187393.0,202790.61248665687,durable_goods
2017-04-30,78117.57125000001,716.65,-62.7,1184980.0,202348.82128217866,durable_goods
2017-05-31,78359.184375,757.8,-47.2,1174939.0,201329.79217444814,durable_goods
2017-06-30,80264.52375000001,1002.55,-19.3,1187244.0,204205.447678607,durable_goods
2017-07-31,77891.6265625,833.7,-77.7,1181920.0,202628.84152162776,durable_goods
2017-08-31,78691.5084375,816.0,-38.8,1174841.0,201701.78583992686,durable_goods
2017-09-30,79278.175625,808.0,-16.9,1175526.0,201775.55880586902,durable_goods
2017-10-31,78873.5871875,760.15,-38.1,1174523.0,201452.48941666997,durable_goods
2017-11-30,78950.32906250001,387.75,-81.0,1171994.0,201577.13813643975,durable_goods
2017-12-31,80005.92093749999,1164.3,-12.3,1183833.0,203669.91274749552,durable_goods
2018-01-31,78483.24875,699.2,-93.4,1178733.0,202502.00500580066,durable_goods
2018-02-28,79361.834375,748.75,-13.6,1179470.0,202777.31736722353,durable_goods
2018-03-31,81428.1315625,872.2,-13.6,1191109.0,204572.70747420355,durable_goods
2018-04-30,80422.26468749999,780.95,-69.0,1191264.0,204532.08600564927,durable_goods
2018-05-31,80917.41875,811.9,-8.6,1188926.0,204452.22425860594,durable_goods
2018-06-30,81538.9715625,824.75,-33.4,1191812.0,204513.14994911017,durable_goods
2018-07-31,79960.564375,789.7,-70.9,1187306.0,203389.19277065955,durable_goods
2018-08-31,81279.3690625,891.35,-4.6,1188869.0,203560.07212308614,durable_goods
2018-09-30,81396.1078125,880.25,-24.1,1192854.0,203318.96488734137,durable_goods
2018-10-31,80776.7428125,800.9,-62.4,1187856.0,202073.76781612507,durable_goods
2018-11-30,80039.081875,850.3,-13.8,1178890.0,200365.86978042478,durable_goods
2018-12-31,80614.2071875,925.7,-13.9,1178934.0,200595.77405650614,durable_goods
2019-01-31,79438.988125,706.8,-89.1,1174688.0,199572.7581871597,durable_goods
2019-02-28,79109.03937500001,15.05,-2555.0,1163519.0,197601.48709637794,durable_goods
2019-03-31,80636.9928125,915.6,-497.9,1166677.0,197785.17051691093,durable_goods
2019-04-30,79143.79625,8.399999999999999,-2349.0,1156039.0,195879.23232442563,durable_goods
2019-05-31,78426.85625,14.3,-7044.0,1135472.0,192860.80840308085,durable_goods
2019-06-30,78135.05906249999,60.25,-3146.0,1119585.0,190176.16678323448,durable_goods
2019-07-31,77131.541875,882.55,-226.0,1112151.0,188871.14411460378,durable_goods
2019-08-31,77497.5609375,66.95,-112.0,1105676.0,187672.93621594203,durable_goods
2019-09-30,77073.44093750001,70.35,-1461.0,1098202.0,185942.9863609161,durable_goods
2019-10-31,76707.08875,76.3,-118.7,1092083.0,184595.27192446202,durable_goods
2019-11-30,75321.80437499999,33.65,-409.0,1080067.0,182355.16287523526,durable_goods
2019-12-31,75421.353125,1027.95,-4151.0,1072957.0,180917.03829727415,durable_goods
2020-01-31,75535.8709375,741.05,-392.3,1081189.0,182078.43701558438,durable_goods
2020-02-29,76542.411875,624.55,-9.0,1091601.0,183603.09310380608,durable_goods
2020-03-31,75442.7059375,55.599999999999994,-6001.0,1083282.0,181175.57435285926,durable_goods
2020-04-30,71732.093125,6.4,-4659.0,1072207.0,178846.99257410408,durable_goods
2020-05-31,72702.06625,625.9,-495.1,1071895.0,179194.2881886862,durable_goods
2020-06-30,74177.625,96.95,-6130.0,1063694.0,178123.6044081401,durable_goods
2020-07-31,74210.863125,32.55,-209.0,1061361.0,177714.8031858833,durable_goods
2020-08-31,74753.880625,717.95,-1315.8,1061781.0,177450.59090637168,durable_goods
2020-09-30,75487.7853125,787.4,-37.0,1064471.0,177988.0988918992,durable_goods
2020-10-31,75693.3375,655.8,-22.5,1068989.0,178405.94549680906,durable_goods
2020-11-30,75514.364375,683.65,-33.0,1074211.0,179017.50222602944,durable_goods
2020-12-31,76510.2359375,745.6,-13.6,1078561.0,179893.66339082437,durable_goods
2021-01-31,76281.5953125,708.2,-63.7,1087445.0,180920.55042400822,durable_goods
2021-02-28,77477.7990625,677.25,-20.1,1104352.0,183510.53061695298,durable_goods
2021-03-31,79744.67624999999,765.6,-10.7,1123545.0,186319.8133946543,durable_goods
2021-04-30,79428.284375,736.25,-45.1,1132397.0,187511.27334690723,durable_goods
2021-05-31,80003.9675,752.15,-26.9,1141962.0,189278.39495926577,durable_goods
2021-06-30,81934.4325,789.2,-4.3,1154946.0,191871.08622592397,durable_goods
2021-07-31,81341.535,749.8,-52.0,1161328.0,192777.08562827995,durable_goods
2021-08-31,82990.9284375,799.7,-22.3,1176513.0,195328.74539439846,durable_goods
2021-09-30,83767.1184375,821.3,-35.9,1184047.0,196621.86271704824,durable_goods
2021-10-31,83916.58625000001,751.4,-38.2,1191314.0,197628.43537711626,durable_goods
2021-11-30,84579.465625,770.85,-20.0,1200818.0,199336.9016846538,durable_goods
2021-12-31,86154.05124999999,776.5,-6.9,1214534.0,201926.64908744988,durable_goods
2022-01-31,86415.4590625,691.05,-72.6,1230251.0,204719.45656308127,durable_goods
2022-02-28,87432.9928125,673.45,-35.2,1242568.0,206751.77932818152,durable_goods
2022-03-31,89607.01593750001,812.15,-24.7,1253898.0,208836.70946943908,durable_goods
2022-04-30,89074.1296875,730.75,-43.4,1257862.0,209495.43313865864,durable_goods
2022-05-31,89622.311875,767.2,-22.7,1258436.0,210196.42684056348,durable_goods
2022-06-30,91069.01999999999,922.35,-3.8,1264691.0,211559.2861355894,durable_goods
2022-07-31,90142.20375,821.05,-71.1,1270973.0,212430.94124466606,durable_goods
2022-08-31,91390.33937500001,889.25,-45.1,1274539.0,213077.25116425194,durable_goods
2022-09-30,91906.69,910.55,-48.0,1277332.0,213740.7425247914,durable_goods
2022-10-31,91928.72218750001,884.85,-36.2,1283660.0,214550.37314868506,durable_goods
2022-11-30,91262.05906249999,825.35,-62.4,1280862.0,213828.62926240428,durable_goods
2022-12-31,92779.2134375,1041.5,-6.4,1291737.0,215870.73274402483,durable_goods
2023-01-31,92144.11687499999,798.1,-55.8,1297446.0,216892.59793021524,durable_goods
2023-02-28,92149.5296875,702.95,-29.0,1300912.0,217113.40588669476,durable_goods
2023-03-31,94295.7896875,983.15,-5.4,1312576.0,218701.29606794188,durable_goods
2023-04-30,93407.764375,868.2,-37.8,1320187.0,219571.99294724397,durable_goods
2023-05-31,94314.9784375,895.2,-45.7,1320659.0,220527.39443114036,durable_goods
2023-06-30,96253.14093750001,978.95,-18.3,1335170.0,223609.89174172073,durable_goods
2023-07-31,94452.466875,924.1,-46.3,1339829.0,224037.0426310751,durable_goods
2023-08-31,95419.9459375,997.4,-28.4,1340742.0,224281.1276567089,durable_goods
2023-09-30,96381.6625,1011.95,-16.0,1352106.0,226351.50733435346,durable_goods
2023-10-31,95469.0678125,978.15,-51.3,1353877.0,226165.04175260873,durable_goods
2023-11-30,96225.03156250001,1011.8,-9.2,1366160.0,228301.16195960206,durable_goods
2023-12-31,97467.646875,989.8,-13.3,1384271.0,231848.54282702063,durable_goods
2024-01-31,95711.829375,915.4,-83.4,1382601.0,231452.76885721338,durable_goods
2024-02-29,96447.0428125,921.4,-8.1,1382681.0,231655.8803900821,durable_goods
2024-03-31,97808.71375,1038.6,-4.5,1391397.0,232909.33213420626,durable_goods
2024-04-30,97013.38375000001,985.95,-54.6,1388048.0,232500.19451045975,durable_goods
2024-05-31,97206.5515625,991.25,-10.3,1384338.0,232387.63521143986,durable_goods
2024-06-30,96930.624375,1038.95,-51.0,1373981.0,230685.76676558424,durable_goods
2024-07-31,96536.4778125,1138.1,-29.3,1373533.0,230661.56289573503,durable_goods
2024-08-31,97015.39031249999,1039.65,-23.6,1373875.0,230450.27166566433,durable_goods
2024-09-30,97340.30124999999,1085.6,-20.6,1377419.0,230891.4569474516,durable_goods
2024-10-31,97273.8053125,1023.9,-33.1,1383277.0,231518.7034336097,durable_goods
2024-11-30,96586.52375000001,997.0,-17.4,1384359.0,231508.29493935322,durable_goods
2024-12-31,97335.1003125,991.75,-8.1,1385403.0,231980.38254066708,durable_goods
2025-01-31,96860.9615625,979.95,-48.9,1387932.0,232517.251939306,durable_goods
2025-02-28,97273.1315625,968.4,-10.2,1389839.0,232729.27617230755,durable_goods
2025-03-31,100766.32062500001,1095.0,-16.1,1417867.0,237724.7949691251,durable_goods
2025-04-30,98993.7546875,954.4,-65.4,1415855.0,237111.34939709856,durable_goods
2025-05-31,103288.0609375,1117.25,-10.1,1459485.0,245676.22468670877,durable_goods
2025-06-30,103197.141875,976.05,-52.7,1472579.0,247700.6402998178,durable_goods
2025-07-31,101760.040625,946.0,-49.4,1470594.0,247375.763013788,durable_goods
2025-08-31,102914.2740625,949.75,-3.1,1479022.0,248560.43850467555,durable_goods
