timestamp,source,status,records,error
2025-10-25 23:03:48.230817,CENSUS_VIP,SUCCESS,36576,
2025-10-25 23:04:00.494733,CENSUS_M3,SUCCESS,184150,
2025-10-25 23:04:04.764345,CENSUS_RES,SUCCESS,22528,
2025-10-25 23:04:12.299186,CENSUS_MRTS,SUCCESS,6096,
2025-10-25 23:04:17.322062,CENSUS_ADVM3,SUCCESS,40960,
