date,category_code,data_type_code,value_units,seasonally_adjusted,source,extraction_timestamp
2015-01-01,ACOMPLETIONS,MULTI,289.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,ACOMPLETIONS,MULTI,244.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,ACOMPLETIONS,MULTI,193.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,ACOMPLETIONS,MULTI,300.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,ACOMPLETIONS,MULTI,364.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,ACOMPLETIONS,MULTI,319.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,ACOMPLETIONS,MULTI,340.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,ACOMPLETIONS,MULTI,307.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,ACOMPLETIONS,MULTI,369.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,ACOMPLETIONS,MULTI,331.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,ACOMPLETIONS,MULTI,336.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,ACOMPLETIONS,MULTI,305.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,ACOMPLETIONS,E_MULTI,14.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,ACOMPLETIONS,E_MULTI,14.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,ACOMPLETIONS,E_MULTI,14.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,ACOMPLETIONS,E_MULTI,14.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,ACOMPLETIONS,E_MULTI,15.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,ACOMPLETIONS,E_MULTI,14.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,ACOMPLETIONS,SINGLE,104.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,ACOMPLETIONS,SINGLE,96.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,ACOMPLETIONS,SINGLE,82.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,ACOMPLETIONS,SINGLE,101.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,ACOMPLETIONS,SINGLE,95.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,ACOMPLETIONS,SINGLE,100.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,ACOMPLETIONS,SINGLE,106.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,ACOMPLETIONS,SINGLE,113.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,ACOMPLETIONS,SINGLE,100.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,ACOMPLETIONS,SINGLE,117.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,E_TOTAL,14.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,STARTS,E_TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,E_TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,E_TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,TOTAL,6.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,STARTS,TOTAL,2.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,TOTAL,17.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,TOTAL,13.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,TOTAL,19.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,TOTAL,14.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,STARTS,TOTAL,9.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,TOTAL,12.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,TOTAL,12.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,TOTAL,10.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,E_TOTAL,17.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,STARTS,E_TOTAL,19.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,E_TOTAL,19.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,E_TOTAL,20.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,E_TOTAL,21.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,E_TOTAL,24.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,E_TOTAL,22.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,STARTS,E_TOTAL,19.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,E_TOTAL,19.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,E_TOTAL,17.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,E_TOTAL,17.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,TOTAL,37.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,STARTS,TOTAL,37.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,TOTAL,44.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,TOTAL,46.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,TOTAL,46.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,TOTAL,51.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,TOTAL,50.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,STARTS,TOTAL,54.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,TOTAL,58.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,TOTAL,42.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,TOTAL,45.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,TOTAL,40.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,TOTAL,73.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,STARTS,TOTAL,61.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,TOTAL,79.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,TOTAL,108.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,TOTAL,99.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,TOTAL,112.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,TOTAL,107.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,STARTS,TOTAL,99.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,TOTAL,111.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,TOTAL,90.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,TOTAL,89.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,TOTAL,78.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-02-01,STARTS,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-08-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,TOTAL,21.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,TOTAL,16.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,TOTAL,28.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,TOTAL,25.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,TOTAL,26.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,TOTAL,25.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,TOTAL,27.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,TOTAL,19.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,TOTAL,20.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,TOTAL,16.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-09-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-10-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-11-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-12-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-01-01,UNDERCONST,MULTI,454.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-03-01,UNDERCONST,MULTI,471.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-04-01,UNDERCONST,MULTI,492.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-05-01,UNDERCONST,MULTI,500.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-06-01,UNDERCONST,MULTI,509.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2015-07-01,UNDERCONST,MULTI,510.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,E_SINGLE,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,E_SINGLE,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-11-01,COMPLETIONS,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,E_SINGLE,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,SINGLE,9.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,SINGLE,13.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,SINGLE,11.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,SINGLE,11.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-05-01,COMPLETIONS,SINGLE,13.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-06-01,COMPLETIONS,SINGLE,13.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,SINGLE,13.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,SINGLE,14.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,SINGLE,15.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,SINGLE,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-11-01,COMPLETIONS,SINGLE,14.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,SINGLE,17.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,E_SINGLE,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,E_SINGLE,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,E_SINGLE,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,E_SINGLE,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-05-01,COMPLETIONS,E_SINGLE,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-06-01,COMPLETIONS,E_SINGLE,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,E_SINGLE,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,E_SINGLE,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,E_SINGLE,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,E_SINGLE,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-11-01,COMPLETIONS,E_SINGLE,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,E_SINGLE,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,TOTAL,9.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,TOTAL,9.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,TOTAL,11.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,TOTAL,11.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-05-01,COMPLETIONS,TOTAL,14.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-06-01,COMPLETIONS,TOTAL,15.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,TOTAL,15.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,TOTAL,14.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,TOTAL,11.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,TOTAL,17.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-11-01,COMPLETIONS,TOTAL,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,TOTAL,17.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-05-01,COMPLETIONS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-06-01,COMPLETIONS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,E_TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-11-01,COMPLETIONS,E_TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,E_TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,TOTAL,6.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,TOTAL,7.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,TOTAL,6.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-05-01,COMPLETIONS,TOTAL,5.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-06-01,COMPLETIONS,TOTAL,11.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,TOTAL,8.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,TOTAL,12.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,TOTAL,9.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,TOTAL,7.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-11-01,COMPLETIONS,TOTAL,9.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,TOTAL,9.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,E_TOTAL,17.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,E_TOTAL,17.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,E_TOTAL,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-05-01,COMPLETIONS,E_TOTAL,14.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-06-01,COMPLETIONS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,E_TOTAL,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,E_TOTAL,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,E_TOTAL,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,E_TOTAL,18.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,TOTAL,37.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,TOTAL,38.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,TOTAL,42.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,TOTAL,39.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-06-01,COMPLETIONS,TOTAL,49.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,TOTAL,44.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,TOTAL,50.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,TOTAL,46.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,TOTAL,48.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-12-01,COMPLETIONS,TOTAL,54.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-04-01,COMPLETIONS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-05-01,COMPLETIONS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-07-01,COMPLETIONS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-08-01,COMPLETIONS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-09-01,COMPLETIONS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-10-01,COMPLETIONS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-11-01,COMPLETIONS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-01-01,COMPLETIONS,TOTAL,72.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-02-01,COMPLETIONS,TOTAL,71.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2016-03-01,COMPLETIONS,TOTAL,78.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-03-01,AUTHNOTSTD,E_SINGLE,17.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-04-01,AUTHNOTSTD,E_SINGLE,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-05-01,AUTHNOTSTD,E_SINGLE,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-06-01,AUTHNOTSTD,E_SINGLE,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-07-01,AUTHNOTSTD,E_SINGLE,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-08-01,AUTHNOTSTD,E_SINGLE,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-09-01,AUTHNOTSTD,E_SINGLE,14.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-10-01,AUTHNOTSTD,E_SINGLE,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-11-01,AUTHNOTSTD,E_SINGLE,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-12-01,AUTHNOTSTD,E_SINGLE,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-01-01,AUTHNOTSTD,SINGLE,6.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-02-01,AUTHNOTSTD,SINGLE,5.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-03-01,AUTHNOTSTD,SINGLE,5.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-04-01,AUTHNOTSTD,SINGLE,6.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-05-01,AUTHNOTSTD,SINGLE,6.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-06-01,AUTHNOTSTD,SINGLE,6.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-07-01,AUTHNOTSTD,SINGLE,5.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-08-01,AUTHNOTSTD,SINGLE,5.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-09-01,AUTHNOTSTD,SINGLE,5.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-10-01,AUTHNOTSTD,SINGLE,5.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-11-01,AUTHNOTSTD,SINGLE,5.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-12-01,AUTHNOTSTD,SINGLE,6.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2017-01-01,AUTHNOTSTD,SINGLE,38.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-02-01,AUTHNOTSTD,SINGLE,39.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-03-01,AUTHNOTSTD,SINGLE,46.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-04-01,AUTHNOTSTD,SINGLE,43.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-05-01,AUTHNOTSTD,SINGLE,47.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-06-01,AUTHNOTSTD,SINGLE,47.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2017-07-01,AUTHNOTSTD,SINGLE,44.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
