timestamp,source,status,records,error
2025-10-25 23:13:59.518053,CENSUS_VIP,SUCCESS,36576,
2025-10-25 23:14:12.596409,CENSUS_M3,SUCCESS,184150,
2025-10-25 23:14:16.079126,CENSUS_RES,SUCCESS,22528,
2025-10-25 23:14:22.802632,CENSUS_MRTS,SUCCESS,6096,
2025-10-25 23:14:27.028112,CENSUS_ADVM3,SUCCESS,40960,
