date,category_code,data_type_code,value_millions,seasonally_adjusted,source,extraction_timestamp
2015-12-01,00XX,MPCP,-3.8,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,00XX,MPCP,6.3,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,00XX,E_MPCT,3.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,00XX,E_MPCT,3.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,00XX,E_MPCT,5.7,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,00XX,E_MPCT,9.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,00XX,E_MPCT,4.6,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,00XX,E_MPCT,2.7,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,00XX,E_MPCT,4.1,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,00XX,E_MPCT,2.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,00XX,E_MPCT,3.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,00XX,E_MPCT,3.6,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,00XX,E_MPCT,2.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,00XX,E_MPCT,3.5,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,00XX,MPCT,1.4,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,00XX,MPCT,1.2,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,00XX,MPCT,0.1,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,00XX,MPCT,1.3,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,00XX,MPCT,1.9,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,00XX,MPCT,2.1,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,00XX,MPCT,1.5,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,00XX,MPCT,-0.1,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,00XX,MPCT,1.9,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,00XX,MPCT,0.0,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,00XX,MPCT,-0.3,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,00XX,MPCT,1.3,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,00XX,E_T,5.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,00XX,V,27387.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,00XX,V,27591.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,00XX,V,32341.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,00XX,V,34668.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,00XX,V,36868.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,00XX,V,39941.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,00XX,V,40951.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,00XX,V,40543.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,00XX,V,40416.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,00XX,V,40666.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,00XX,E_T,5.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,00XX,E_MPCV,0.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,00XX,MPCV,0.9,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,00XX,MPCV,1.2,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,00XX,MPCV,-0.1,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,00XX,MPCV,1.3,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,00XX,MPCV,1.9,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,00XX,MPCV,2.5,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,00XX,MPCV,1.4,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,00XX,E_MPCP,3.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,00XX,E_MPCP,3.0,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,00XX,E_MPCP,5.7,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,00XX,E_MPCP,9.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,00XX,E_MPCP,4.6,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,00XX,E_MPCP,2.7,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,00XX,E_MPCP,4.1,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,00XX,E_MPCP,2.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,00XX,E_MPCP,3.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,00XX,E_MPCP,3.6,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,00XX,E_MPCP,2.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,00XX,E_MPCP,3.5,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,00XX,MPCP,37.1,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,00XX,MPCP,-2.0,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,00XX,MPCP,8.5,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,00XX,MPCP,3.0,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,00XX,MPCP,-0.4,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,00XX,MPCP,-22.3,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,04XX,E_V,2.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,04XX,E_V,2.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,04XX,E_V,2.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,05XX,E_MPCP,2.5,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,05XX,E_MPCP,1.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,05XX,E_MPCP,2.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,05XX,E_MPCP,2.6,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,03XX,E_MPCT,1.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,03XX,E_MPCT,2.5,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,03XX,E_MPCT,1.3,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,03XX,E_MPCT,1.7,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,03XX,E_MPCT,1.9,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,03XX,E_MPCT,1.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,03XX,E_MPCT,1.8,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,03XX,E_MPCT,1.6,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,03XX,E_MPCT,1.5,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,03XX,E_MPCT,1.4,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,03XX,MPCT,-4.4,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-02-01,03XX,MPCT,-3.4,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-03-01,03XX,MPCT,2.6,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-04-01,03XX,MPCT,2.8,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-05-01,03XX,MPCT,2.2,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-06-01,03XX,MPCT,-3.8,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,03XX,MPCT,1.8,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,03XX,MPCT,3.3,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,03XX,MPCT,0.9,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-10-01,03XX,MPCT,1.6,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-11-01,03XX,MPCT,-1.0,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-12-01,03XX,MPCT,3.1,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-01-01,03XX,E_MPCV,1.6,False,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-07-01,05XX,MPCV,-1.0,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-08-01,05XX,MPCV,1.7,True,CENSUS_VIP,2025-10-25 23:13:59.510435
2015-09-01,05XX,MPCV,-4.2,True,CENSUS_VIP,2025-10-25 23:13:59.510435
