source,url,published,title,headline_vader,finbert_neg,finbert_neu,finbert_pos,finbert_score,lang,match_metals,match_adjacent_industries
Unknown,https://www.dailymail.co.uk/auhome/article-15236911/secret-Labor-didnt-want-aussies-know-power-bills.html,20251029T160000Z,It the secret Labor didnt want Aussies to know - and it reveals why your power bills are going to soar through the roof again and again,-0.0572,0.05475031957030296,0.7486037611961365,0.19664590060710907,0.1418955810368061,en,True,True
Unknown,https://www.downtoearth.org.in/energy/hydrogen-ammonia-and-other-new-energy-commodities-to-deliver-over-a-quarter-of-emissions-reduction-in-asia-pacific-dnv,20251029T080000Z,Green Fuels Revolution : Hydrogen and Ammonia to Cut APAC Emissions by 25 % ,-0.2732,0.012022068724036217,0.2664763033390045,0.7215016484260559,0.7094795797020197,en,True,True
Unknown,https://www.foundry-planet.com/d/green-steel-for-tomorrows-mobility/,20251027T034500Z,foundry - planet . com - B2B Portal : Green steel for Tomorrow Mobility,0.0,0.008612972684204578,0.554460346698761,0.43692663311958313,0.42831366043537855,en,True,True
Unknown,https://www.abc.net.au/news/2025-10-28/tomago-aluminum-closure-risk-energy-price-increase/105941120,20251028T010000Z,Tomago Aluminium at risk of closure as energy prices continue to rise,0.0,0.22244428098201752,0.6865482926368713,0.09100747108459473,-0.1314368098974228,en,True,True
Unknown,https://www.theguardian.com/australia-news/2025/oct/28/tomago-aluminium-smelter-potential-closure-rio-tinto-jobs-future,20251027T233000Z,"Australia largest aluminium smelter Tomago  not commercially viable  and may close , says Rio Tinto | Business",0.0,0.6083910465240479,0.3449869453907013,0.04662196710705757,-0.5617690794169903,en,True,True
Unknown,https://markets.financialcontent.com/stocks/article/stockstory-2025-10-28-gates-industrial-corporation-gtes-q3-earnings-report-preview-what-to-look-for,20251028T040000Z,Gates Industrial Corporation ( GTES ) Q3 Earnings Report Preview : What To Look For,0.0,0.7123802304267883,0.031310342252254486,0.2563094198703766,-0.45607081055641174,en,False,True
Unknown,https://www.siliconindia.com/news/general/10-stocks-set-to-steer-market-sentiment-today-nid-238180-cid-1.html,20251029T080000Z,10 Stocks Set to Steer Market Sentiment Today,0.0,0.9224752187728882,0.03908713161945343,0.038437698036432266,-0.8840375207364559,en,True,True
Unknown,https://www.yahoo.com/news/articles/ukrainian-drones-strike-2-oil-082942700.html,20251029T090000Z,"Ukrainian drones strike 2 oil depots in Russian - occupied Crimea , media reports",-0.128,0.9418457746505737,0.04554770141839981,0.012606528587639332,-0.9292392460629344,en,True,True
Unknown,https://www.ipswichstar.co.uk/news/25573718.biggest-iberdrola-hvdc-converter-lands-off-suffolk-coast/,20251027T121500Z,Biggest Iberdrola HVDC converter lands off Suffolk coast,0.0,0.009339049458503723,0.6234137415885925,0.36724716424942017,0.35790811479091644,en,False,True
Unknown,https://www.oregonlive.com/environment/2025/10/a-300-mile-power-line-was-supposed-to-serve-the-public-now-it-may-serve-a-data-center.html,20251027T124500Z,A 300 - mile power line was supposed to serve the public . Now it may serve a data center,0.0,0.2087523639202118,0.7131103277206421,0.07813724875450134,-0.13061511516571045,en,False,True
Unknown,https://www.southcoastregister.com.au/story/9098658/largest-smelter-could-close-in-national-interest-blow/,20251028T054500Z,Largest smelter could close in  national interest  blow,0.4588,0.9277384281158447,0.05349483713507652,0.01876680739223957,-0.9089716207236052,en,True,True
Unknown,https://www.theleader.com.au/story/9098658/largest-smelter-could-close-in-national-interest-blow/,20251028T054500Z,Largest smelter could close in  national interest  blow,0.4588,0.9277384281158447,0.05349483713507652,0.01876680739223957,-0.9089716207236052,en,True,True
Unknown,https://www.tickerreport.com/banking-finance/13215965/flyht-aerospace-solutions-cvefly-stock-crosses-above-50-day-moving-average-whats-next.html,20251028T090000Z,FLYHT Aerospace Solutions ( CVE : FLY ) Stock Crosses Above 50 Day Moving Average – What Next ? ,0.1779,0.01757804863154888,0.9296300411224365,0.05279187485575676,0.03521382622420788,en,False,True
Unknown,https://www.armidaleexpress.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T063000Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.bunburymail.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T063000Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6293708086013794,0.3337659239768982,0.03686323016881943,-0.59250757843256,en,True,True
